1.196192000686620904e+00 1.809050290621176504e+00 3.278490866626176947e-01
1.722342768991530937e+00 2.068519802750116376e+00 -4.100244285752819851e-01
2.566393981998541740e+00 2.457710688737360538e+00 -7.197162148372532320e-01
2.067971879840788674e+00 2.648815494107581436e+00 9.106253953052090289e-03
1.593427093582496790e+00 1.975574446977945486e+00 -8.389617123717330038e-03
3.638244759904260661e+00 2.909093842293621002e+00 -8.638860816619094996e-01
2.297520519130978878e-01 7.043637047076024560e-01 -5.938911626460635640e-01
3.373689756225648040e+00 3.129349516221839433e+00 -1.082012065138744816e+00
2.287392012503027150e+00 2.122998443890353748e+00 -2.134181378780929395e-01
2.234666176836069162e+00 2.381840445543444762e+00 -6.613649071666579671e-01
2.485636146752522535e+00 1.782742300522781154e+00 -8.231745595160474549e-01
2.304806147422100437e+00 1.616672957884834450e+00 -9.693683908520566161e-01
2.545886788850669991e+00 2.546974191833814238e+00 -6.501574680512532955e-01
2.882862901089487728e+00 2.564450156344009635e+00 -9.447858505716155708e-02
2.036081451227408579e+00 1.663065819658761768e+00 -6.169349991903075869e-01
3.054889707687985734e+00 2.588882234152150019e+00 -4.358562948202938658e-01
2.764171603809516320e+00 2.120340199894034772e+00 -8.779543068614922285e-01
2.722613031076409840e+00 2.003987636270933681e+00 -3.934399027870097987e-01
3.364292630788347616e+00 1.759824840244299082e+00 -1.894969374653443062e+00
1.333204246391421766e+00 1.309336285018328994e+00 -7.347533167914771512e-01
2.109732970793714024e+00 1.689574338867355863e+00 -9.700400168268289436e-01
2.805006526081918139e+00 2.008146623146049414e+00 -9.513598860243320798e-01
2.382308979972284746e+00 1.774884092422319259e+00 -5.604631131501681685e-01
1.793365298444383082e+00 1.939454479918284679e+00 -4.614067688981106086e-01
2.603120275511634496e+00 1.890429286101293904e+00 9.630387971616050091e-02
2.063549404311426638e+00 1.825510421471039368e+00 -8.710015355843409024e-01
2.036094071099155745e+00 7.934731539012764845e-01 -1.057977092736153590e+00
2.680675948615057536e+00 2.064938063514408562e+00 -1.178888019476588056e+00
2.327956851543030226e+00 1.284853101780639717e+00 -6.144153621124420761e-01
2.335261526962177925e+00 1.474549090007202246e+00 -6.540748549392779720e-01
2.969656236706115671e+00 1.958544563523143989e+00 -1.022641178319486421e+00
2.347105362916045657e+00 1.861369248876912241e+00 -8.173935439907923373e-01
2.955330104371595823e+00 1.733937324169525507e+00 -1.099572394019657118e+00
3.187235335341509490e+00 2.206971279873958469e+00 -1.416614493580411249e+00
2.351256018150814420e+00 2.276356854636885085e+00 -5.452924643027451390e-01
2.933597618705834797e+00 1.462117108584214176e+00 -4.537806024210394584e-01
2.254676937149270088e+00 1.477516903649554347e+00 -9.192277118177470951e-01
3.426290792032131272e+00 2.006240088094476626e+00 -1.312979060200588410e+00
3.075861470914418305e+00 1.935854812403881908e+00 -6.430225393028118352e-01
1.748691595074016059e+00 1.445873884701069922e+00 -4.359311468512272469e-02
2.045964373660094537e+00 2.028696586583037753e+00 -2.657502156577179475e-01
2.310547364186318120e+00 1.039952881866478940e+00 -8.960768305408709500e-01
2.213254967188364564e+00 1.202498435932590537e+00 -1.245691508648541834e+00
1.242070778145971222e+00 2.266958787129669695e+00 2.355852378875261666e-01
2.546872071701772100e+00 2.468094408037268650e+00 6.739303662113915738e-02
1.975212628181572949e+00 1.950383796453202478e+00 -7.771878144428184809e-01
2.314265332464185754e+00 1.410505334725271842e+00 -6.025267106116495297e-01
1.936477453014658456e+00 1.259504640347942850e+00 -9.758182588740668129e-01
1.647934130675197562e+00 1.064597901945365077e+00 -7.079914832441512873e-01
2.541678986694582587e+00 1.263601841135722603e+00 -1.030347819597127401e+00
1.260231931506927028e+00 1.508548579299157533e+00 -5.697615907581329298e-01
2.129982067304061921e+00 1.917906476349358069e+00 -3.019184325119461665e-02
