2.162143011371773671e+00 1.683676913024723998e+00 -3.897007838772320598e-01
1.789909840787941686e+00 1.829260640797124138e+00 -2.090033094260407287e-01
2.636441102758868560e+00 2.022905273914970437e+00 -1.030579410498713155e+00
2.250562375187674213e+00 2.022128256589406536e+00 -3.727223310975719128e-01
2.054016767712971259e+00 2.276442270340323315e+00 -3.881168224770693564e-01
1.623290721175432605e+00 1.352099118660476273e+00 -4.047688799302052720e-01
1.766052699878387200e+00 1.767473911512150719e+00 -3.308963464646741404e-02
1.818426302504081882e+00 1.831437800043530961e+00 -3.877134773920476452e-02
2.047870398836316941e+00 1.430395058477893944e+00 -8.079262902824024817e-02
1.568169132199221272e+00 2.112475727671863979e+00 -2.536950441656155020e-01
1.803752160835070617e+00 1.963021477727599828e+00 -9.181631248950040680e-01
1.964507552155725145e+00 1.721665909907921233e+00 -6.040512280596134209e-01
1.922829924488277831e+00 1.797521134494802109e+00 -2.878930837473537840e-01
1.551633376922204377e+00 2.181159178488426775e+00 9.974308380766538917e-02
1.499519024118940447e+00 2.019405327628248870e+00 1.097654859162054963e-01
2.000317400480822183e+00 1.886308067128798394e+00 -4.014095914364380624e-01
2.032487607783142192e+00 1.000277970135455829e+00 -6.427541131195168012e-01
1.546828775020824942e+00 1.815046332958995645e+00 -4.238058573281654473e-01
2.263841065598054314e+00 1.133775350196589038e+00 -8.579021560231189225e-01
2.171835653930181742e+00 1.779846373577086416e+00 -9.618439524942287155e-01
1.999199194496160459e+00 2.325646547693066779e+00 -6.971529969053605891e-01
1.850020880122499323e+00 1.742907352718112923e+00 -4.384665126881447383e-01
1.353058452316301841e+00 2.326203190059656478e+00 2.388355432683149093e-01
1.655328506268748390e+00 1.715994567214076394e+00 2.905059174968914748e-01
1.000401360495804193e+00 1.745230496315136826e+00 3.304848007219118866e-01
2.041871325835881823e+00 2.180877033607270032e+00 -9.317449431348260314e-01
2.009404981608529095e+00 1.482207077755503644e+00 -5.908359887539228472e-01
1.561096335796488432e+00 1.490410463841316924e+00 -9.755861631034101755e-02
2.018324936843134854e+00 1.562436017471699135e+00 -9.648224479306922730e-01
2.392084408267293849e+00 2.218782761272259929e+00 -6.377246406640070253e-01
2.196350784637823406e+00 1.539767123457990827e+00 -6.375508972151701093e-01
2.165522365745920386e+00 1.625934983455729732e+00 -4.153043268492925266e-01
1.860971359282382220e+00 1.872757024715942631e+00 -1.953843760301684496e-01
1.785838186283397855e+00 2.644148897083080207e+00 -5.251593675924015603e-02
1.438730709556368170e+00 1.366475475936793860e+00 -2.895160201188055060e-01
1.973280757025809740e+00 2.095144817710632879e+00 -2.011732549218833155e-01
1.965835703239570131e+00 2.260325337252628852e+00 -1.195455898228658942e-02
1.693348788952302675e+00 1.945347523300156922e+00 -6.760980539998717731e-02
2.060151360430702017e+00 2.029050374879340257e+00 -7.539812537056989061e-02
1.528601136735732391e+00 1.000275355732987981e+00 -3.301812622724665802e-01
2.278511455818500675e+00 1.548311877452374530e+00 -3.096129058683118052e-01
1.955489381648527036e+00 1.254887720160125175e+00 -5.206348734068259043e-01
2.240340880261690870e+00 1.314131142656826956e+00 -8.651796283770382123e-01
1.611426476266694552e+00 2.634944835718925127e+00 -4.359169050022314584e-01
1.848388711544067142e+00 2.157544948659328554e+00 -6.056736395754124258e-01
1.855029496770842945e+00 1.660216830933073595e+00 -5.398625888625584457e-01
1.898652020746389502e+00 2.136784890666634684e+00 -5.134570234283325485e-01
2.042820100180791076e+00 2.097227963222069391e+00 -7.137663485230189009e-01
1.809620149750593709e+00 1.771019603596127645e+00 -4.087446958774699768e-01
2.157732983640905822e+00 1.772894189185003855e+00 -3.641167540733171171e-01
2.250731928866729792e+00 1.034910927799328029e+00 -7.486674322885172872e-01
2.214043554185462614e+00 1.000353150460024043e+00 -7.963952115109557139e-01
1.839330333327977351e+00 1.900665732513544315e+00 -3.068825845288140064e-01
2.011482270387402682e+00 9.997362298758546428e-01 -8.915491200246735692e-01
1.935316813296377170e+00 2.265798307114028187e+00 -3.440629245056986418e-01
1.990011885076957032e+00 1.691324109729691383e+00 5.607031968226683372e-02
1.417935897029025671e+00 2.604374801280710194e+00 3.443697647241356075e-01
1.691240474578684427e+00 1.662294548686715778e+00 -7.199977376062649537e-02
1.374665989634736407e+00 2.154777114565843199e+00 2.029358632100389803e-01
1.796949986074966255e+00 2.375051088505244490e+00 -1.689843794680007116e-01
1.754835949124947891e+00 2.283406407986844133e+00 -2.674487241898504397e-02
1.666006484983250546e+00 1.863950356306308453e+00 -1.800570073791359915e-01
1.728886433410303347e+00 1.348630491712697443e+00 -4.584583371443456956e-01
1.980422758982729903e+00 1.812195556844004463e+00 1.679292345777411155e-01
1.994320289135285806e+00 1.231025630606193744e+00 -5.107146846269107199e-01
1.860643549346711723e+00 1.773874773614764422e+00 1.265490922349233882e-01
1.871779668948138298e+00 1.360534717374400682e+00 -6.249931418528230642e-01
2.200332847154611748e+00 1.987995544812990900e+00 -1.932798286106410801e-01
1.898300131179750272e+00 1.501371097209447170e+00 -4.461392997390675186e-01
1.628288628208794941e+00 1.878007133636344861e+00 -1.651110512196501956e-01
1.816972934772926429e+00 1.767203055024566094e+00 -1.609603934500246636e-01
1.647515505529363544e+00 1.857492469407723501e+00 1.683397690231386301e-01
1.967381313437288615e+00 1.861810044006242393e+00 -4.564014020637375824e-01
2.222107765311253758e+00 2.240803292926602186e+00 -4.987076846066712532e-01
1.878506273810868210e+00 1.681895153853435687e+00 -4.556697921705340493e-01
2.140381420794647216e+00 1.000312003151352824e+00 -8.340159238348120452e-01
2.022767594133579205e+00 1.629347202942691197e+00 -3.036123656581805053e-01
2.170457275728934654e+00 1.360062051527460181e+00 -9.314699117166458375e-02
1.262409082448532782e+00 1.043652991782446637e+00 1.236731024385394617e-01
2.066374437322992197e+00 1.506347785022404739e+00 -7.286365320792261846e-01
2.276501578028319095e+00 1.671456547286781502e+00 -9.601414003985525580e-01
1.728083004133200262e+00 1.466565282515317037e+00 -3.837040453205797785e-02
