1541132168,886,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.08,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.08,0.10,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.11,0.14,0.24,0.29,0.29,0.25,0.19,0.04,-0.18,-0.41,-0.35,-0.08,0.14,0.24,0.22,0.18,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.11,0.11,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.10,0.08,0.07,0.06,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.10,0.10,0.10,0.08,0.08,0.10,0.10,0.08,0.08,0.10,0.10,0
1541132168,887,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.11,0.10,0.10,0.10,0.08,0.10,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.10,0.13,0.23,0.31,0.30,0.26,0.20,0.07,-0.16,-0.42,-0.38,-0.13,0.11,0.23,0.24,0.19,0.16,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.10,0.11,0.11,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.10,0.08,0.07,0.06,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0
1541132169,888,0.08,0.08,0.10,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.12,0.20,0.29,0.31,0.26,0.20,0.08,-0.11,-0.36,-0.40,-0.18,0.06,0.22,0.24,0.20,0.17,0.14,0.13,0.12,0.11,0.11,0.11,0.10,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.10,0.10,0.07,0.06,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.04,0.04,0.05,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.10,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0
1541132170,889,0.10,0.11,0.10,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.11,0.18,0.25,0.29,0.28,0.25,0.16,-0.01,-0.26,-0.41,-0.26,-0.01,0.19,0.23,0.20,0.17,0.14,0.12,0.12,0.12,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.10,0.10,0.08,0.07,0.06,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.04,0.05,0.05,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0
1541132171,890,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.16,0.24,0.29,0.30,0.25,0.19,0.02,-0.19,-0.41,-0.32,-0.07,0.14,0.24,0.22,0.18,0.14,0.13,0.12,0.12,0.11,0.11,0.10,0.10,0.11,0.10,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.10,0.08,0.07,0.06,0.05,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.05,0.05,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.10,0.10,0.10,0.08,0.10,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.10,0.10,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0
1541132172,891,0.10,0.10,0.14,0.24,0.29,0.29,0.25,0.20,0.06,-0.17,-0.41,-0.36,-0.11,0.12,0.23,0.23,0.18,0.14,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.11,0.11,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.10,0.08,0.07,0.06,0.05,0.04,0.02,0.02,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.12,0.20,0.30,0.31,0.26,0.20,0.08,-0.10,-0.36,-0.40,0
1541132173,892,-0.18,0.06,0.22,0.24,0.20,0.17,0.14,0.13,0.12,0.11,0.11,0.11,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.10,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.10,0.08,0.07,0.06,0.05,0.04,0.02,0.00,0.00,-0.01,0.00,0.00,0.01,0.02,0.02,0.05,0.05,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.08,0.10,0.08,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.10,0.10,0.12,0.20,0.26,0.29,0.26,0.22,0.10,-0.08,-0.34,-0.38,-0.18,0.07,0.22,0.23,0.19,0.17,0.14,0.12,0.12,0.11,0.11,0
1541132174,893,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.10,0.10,0.07,0.07,0.05,0.04,0.02,0.01,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.05,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.10,0.10,0.12,0.19,0.26,0.29,0.26,0.23,0.12,-0.05,-0.31,-0.41,-0.22,0.04,0.20,0.23,0.19,0.16,0.13,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0
1541132175,894,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.10,0.10,0.08,0.07,0.06,0.05,0.02,0.01,0.01,0.00,0.00,0.00,0.01,0.01,0.02,0.04,0.05,0.06,0.06,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.08,0.10,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.10,0.08,0.08,0.08,0.10,0.10,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.10,0.10,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.08,0.10,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.13,0.23,0.30,0.30,0.26,0.22,0.07,-0.14,-0.40,-0.38,-0.13,0.10,0.22,0.22,0.19,0.16,0.14,0.12,0.11,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,0
1541132176,895,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.10,0.10,0.08,0.07,0.06,0.05,0.04,0.02,0.01,0.00,0.00,0.01,0.01,0.02,0.02,0.02,0.04,0.05,0.06,0.06,0.06,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.08,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.08,0.10,0.08,0.08,0.08,0.08,0.10,0.10,0.10,0.08,0.08,0.08,0.10,0.11,0.11,0.11,0.10,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.10,0.10,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.10,0.11,0.14,0.25,0.31,0.29,0.24,0.17,0.02,-0.20,-0.41,-0.31,-0.07,0.13,0.23,0.22,0.19,0.16,0.13,0.12,0.12,0.11,0.11,0.11,0.10,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.10,0.11,0.11,0.11,0.11,0.11,0.12,0.12,0.12,0.12,0.12,0
